ID_Incendio,Real_Operacionais_Man,Previsto_Operacionais_Man,Erro_Operacionais_Man,Real_Meios_Terrestres,Previsto_Meios_Terrestres,Erro_Meios_Terrestres,Real_Meios_Aereos,Previsto_Meios_Aereos,Erro_Meios_Aereos
20241108429,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2020130081950,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2019130148825,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2019180034650,18.0,9.0,-9.0,3.0,2.0,-1.0,1.0,0.0,-1.0
2019100037503,21.0,12.0,-9.0,7.0,2.0,-5.0,0.0,0.0,0.0
2021150066946,20.0,5.0,-15.0,8.0,2.0,-6.0,0.0,0.0,0.0
2022170016004,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2019090030271,3.0,8.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
2019130052193,2.0,8.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0
2021030019643,5.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
20230273342,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022170009931,10.0,7.0,-3.0,3.0,2.0,-1.0,0.0,0.0,0.0
20250751708,2.0,9.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0
2020130135873,10.0,7.0,-3.0,2.0,1.0,-1.0,0.0,0.0,0.0
2020010057972,7.0,7.0,0.0,3.0,2.0,-1.0,0.0,0.0,0.0
2021030099075,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2019170000706,15.0,5.0,-10.0,4.0,1.0,-3.0,0.0,0.0,0.0
2020180030780,1.0,8.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0
20251349869,3.0,6.0,3.0,2.0,1.0,-1.0,0.0,0.0,0.0
20230198252,6.0,5.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0
20230186315,5.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
20240841096,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2021070014380,2.0,7.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0
2021080022648,2.0,10.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0
20230736921,7.0,6.0,-1.0,2.0,1.0,-1.0,0.0,0.0,0.0
2021150069137,15.0,6.0,-9.0,3.0,2.0,-1.0,0.0,0.0,0.0
2019130075541,5.0,7.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0
2022100052681,2.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2020180026329,5.0,10.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0
2021170008772,3.0,7.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2021160023017,7.0,6.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
20241115056,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2020180032897,58.0,7.0,-51.0,12.0,2.0,-10.0,0.0,0.0,0.0
2021140033834,7.0,6.0,-1.0,3.0,2.0,-1.0,0.0,0.0,0.0
20230212930,5.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
20240776744,12.0,7.0,-5.0,4.0,2.0,-2.0,0.0,0.0,0.0
20230598915,1.0,7.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0
20230213611,8.0,6.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0
2020130101591,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
2021130105251,4.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
20251017470,9.0,8.0,-1.0,3.0,2.0,-1.0,0.0,0.0,0.0
2020130109092,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2019110168976,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2021050031709,3.0,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
20230208046,4.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2019140048855,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
20240855778,14.0,7.0,-7.0,5.0,2.0,-3.0,0.0,0.0,0.0
2020130101991,1.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2021150057781,5.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
2019100042847,9.0,6.0,-3.0,3.0,2.0,-1.0,0.0,0.0,0.0
2019130052872,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2019180039873,9.0,7.0,-2.0,3.0,1.0,-2.0,0.0,0.0,0.0
2020110111285,7.0,6.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
2022140053784,2.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2019130125001,8.0,7.0,-1.0,3.0,2.0,-1.0,0.0,0.0,0.0
2019090004616,6.0,5.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
2021010064546,13.0,5.0,-8.0,2.0,2.0,0.0,1.0,0.0,-1.0
2022030011434,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2022130018257,4.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
20251060996,2.0,7.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
2020130111795,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2020010048639,1.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2021140043007,5.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
20240897071,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2020040022514,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
20251400623,6.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
2019130151193,18.0,8.0,-10.0,5.0,2.0,-3.0,0.0,0.0,0.0
2022070018378,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2022110138039,12.0,11.0,-1.0,3.0,3.0,0.0,0.0,0.0,0.0
2022010070594,10.0,8.0,-2.0,4.0,2.0,-2.0,0.0,0.0,0.0
20231245848,9.0,6.0,-3.0,3.0,2.0,-1.0,0.0,0.0,0.0
20230865842,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
20230996449,6.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
2021130149060,7.0,5.0,-2.0,3.0,2.0,-1.0,0.0,0.0,0.0
20241123367,12.0,7.0,-5.0,3.0,1.0,-2.0,0.0,0.0,0.0
2020130158101,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021130037999,5.0,4.0,-1.0,2.0,1.0,-1.0,0.0,0.0,0.0
20250631326,2.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2020180033314,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2020160017311,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
20230532838,9.0,5.0,-4.0,4.0,2.0,-2.0,0.0,0.0,0.0
20230132440,8.0,6.0,-2.0,3.0,2.0,-1.0,0.0,0.0,0.0
2022030067258,3.0,7.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2020180033894,7.0,9.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
2019030061800,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2020040018798,4.0,7.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
20230215211,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2019110156820,11.0,8.0,-3.0,3.0,2.0,-1.0,0.0,0.0,0.0
20251254319,2.0,8.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0
2022140042336,7.0,6.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
20230833470,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2022080025584,10.0,5.0,-5.0,4.0,2.0,-2.0,0.0,0.0,0.0
2019020012914,5.0,8.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0
2020010045872,14.0,8.0,-6.0,3.0,1.0,-2.0,0.0,0.0,0.0
2020110184263,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022130055427,3.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
20241045807,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2021050026516,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2022130132675,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022100044944,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
20250455055,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
20250414860,7.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
2020050021751,4.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
20230259820,6.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2020130104322,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
2020130103815,1.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2021160007679,8.0,6.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0
20230808449,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2020130102272,1.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
2019130055688,7.0,5.0,-2.0,2.0,1.0,-1.0,0.0,0.0,0.0
20240981652,14.0,7.0,-7.0,4.0,2.0,-2.0,0.0,0.0,0.0
2019140031857,44.0,6.0,-38.0,11.0,2.0,-9.0,0.0,0.0,0.0
2019130151334,5.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
2022010028323,1.0,7.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0
2020030053133,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2019030016748,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2021110120045,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
20230516138,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020110160129,15.0,6.0,-9.0,5.0,2.0,-3.0,0.0,0.0,0.0
2019160018199,21.0,9.0,-12.0,5.0,2.0,-3.0,1.0,0.0,-1.0
20241553059,2.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
20230982392,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20251129722,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2019130129092,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2020130103376,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
20250410070,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
20240732523,15.0,5.0,-10.0,5.0,2.0,-3.0,0.0,0.0,0.0
2019080012540,6.0,5.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
2020070016397,7.0,5.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0
20231054676,7.0,6.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
2019090016105,8.0,9.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
2021050001094,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
20230901121,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2019030076016,8.0,7.0,-1.0,3.0,2.0,-1.0,0.0,0.0,0.0
20230617221,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2019120013639,23.0,6.0,-17.0,6.0,2.0,-4.0,0.0,0.0,0.0
20250745739,8.0,9.0,1.0,3.0,2.0,-1.0,0.0,0.0,0.0
20241156109,5.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
20250421939,4.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2020010067922,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022130149805,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2019020013628,5.0,8.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0
2022100019482,13.0,6.0,-7.0,3.0,2.0,-1.0,0.0,0.0,0.0
2019130083119,3.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2020030046365,1.0,8.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0
2022130148865,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2019130154658,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20251373789,2.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
2022170005781,10.0,7.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0
2019120019993,2.0,7.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
20250761050,9.0,8.0,-1.0,3.0,2.0,-1.0,0.0,0.0,0.0
2021150076566,9.0,6.0,-3.0,3.0,2.0,-1.0,0.0,0.0,0.0
2019130038780,4.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2022060033075,10.0,8.0,-2.0,2.0,3.0,1.0,0.0,0.0,0.0
2022030062917,15.0,6.0,-9.0,3.0,2.0,-1.0,0.0,0.0,0.0
2021110220804,5.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2019180041793,9.0,6.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0
2021130008002,9.0,5.0,-4.0,2.0,1.0,-1.0,0.0,0.0,0.0
2020100048719,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
20241053985,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2021010017872,2.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
20251036830,5.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
20230913091,2.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2022170011365,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
20251261335,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2020150058799,2.0,8.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0
20251006698,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2021070014533,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2021130037695,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20251249148,15.0,6.0,-9.0,5.0,2.0,-3.0,0.0,0.0,0.0
2019130088921,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021140020024,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2021040020053,2.0,9.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0
2021030061103,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2019060030976,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022170002805,5.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2020040028112,5.0,10.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0
2021070010879,2.0,9.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0
20241038653,10.0,6.0,-4.0,2.0,2.0,0.0,0.0,0.0,0.0
2022030008017,16.0,6.0,-10.0,5.0,2.0,-3.0,0.0,0.0,0.0
2022060032456,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2021110094968,7.0,6.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
20251357598,8.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
20250997443,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2020010053520,8.0,6.0,-2.0,3.0,2.0,-1.0,0.0,0.0,0.0
2021010043826,10.0,5.0,-5.0,4.0,2.0,-2.0,0.0,0.0,0.0
2021120006636,6.0,5.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
2022160002055,5.0,4.0,-1.0,2.0,1.0,-1.0,0.0,0.0,0.0
2022010017985,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020130106748,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2019050028106,5.0,5.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0
2022140022401,2.0,10.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0
2019010016992,4.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2020130092104,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021150087581,1.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
2021030051800,28.0,7.0,-21.0,8.0,2.0,-6.0,0.0,0.0,0.0
20241004787,2.0,7.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0
20231055503,6.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
2020130118868,5.0,6.0,1.0,2.0,1.0,-1.0,0.0,0.0,0.0
2021080032120,11.0,9.0,-2.0,4.0,3.0,-1.0,0.0,0.0,0.0
20250992916,9.0,6.0,-3.0,3.0,2.0,-1.0,0.0,0.0,0.0
2021050019766,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
20230123333,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2022130146197,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
20250813683,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20251359156,7.0,6.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0
20241183831,7.0,5.0,-2.0,2.0,1.0,-1.0,0.0,0.0,0.0
2021090008816,5.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
2021040030744,5.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2020130075676,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20230616848,2.0,8.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0
20241154735,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20230915897,8.0,6.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0
2020130096920,7.0,6.0,-1.0,2.0,1.0,-1.0,0.0,0.0,0.0
2019160020724,5.0,15.0,10.0,1.0,3.0,2.0,0.0,0.0,0.0
20240995930,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2021130134459,10.0,7.0,-3.0,2.0,1.0,-1.0,0.0,0.0,0.0
2021130078164,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2019120008990,2.0,6.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0
2020050022666,4.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
2019040032466,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2020030045374,1.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
20231079327,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20230894995,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2021130126863,5.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2019100034127,22.0,7.0,-15.0,4.0,2.0,-2.0,1.0,0.0,-1.0
2020150044720,16.0,6.0,-10.0,4.0,2.0,-2.0,0.0,0.0,0.0
2022010024162,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2022130142180,9.0,5.0,-4.0,3.0,1.0,-2.0,0.0,0.0,0.0
2020130072304,5.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2019100017935,3.0,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
2022120012768,5.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
2020010052680,5.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
20231010952,4.0,8.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
2022130133227,2.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2020130095790,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2019120006268,6.0,8.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0
2022170006085,5.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
2022160012539,5.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
2019070018886,14.0,9.0,-5.0,4.0,3.0,-1.0,0.0,0.0,0.0
20241148304,14.0,6.0,-8.0,4.0,2.0,-2.0,0.0,0.0,0.0
20251006647,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
